image,c1,c2,c3,weight_c1,weight_c2,weight_c3
61f7f45c-b960-4ac4-8a4c-bb8244662c94_0.jpg,0,0,0,0.12555555555555556,0.24119047619047618,0.1511111111111111
61f7f45c-b960-4ac4-8a4c-bb8244662c94_150.jpg,0,0,0,0.04185185185185184,0.08039682539682537,0.1511111111111111
61f7f45c-b960-4ac4-8a4c-bb8244662c94_300.jpg,0,0,0,0.12555555555555556,0.24119047619047618,0.1511111111111111
61f7f45c-b960-4ac4-8a4c-bb8244662c94_450.jpg,0,0,0,0.12555555555555556,0.24119047619047618,0.1511111111111111
61f7f45c-b960-4ac4-8a4c-bb8244662c94_600.jpg,0,0,0,0.12555555555555556,0.24119047619047618,0.1511111111111111
61f7f45c-b960-4ac4-8a4c-bb8244662c94_750.jpg,0,0,0,0.12555555555555556,0.24119047619047618,0.1511111111111111
61f7f45c-b960-4ac4-8a4c-bb8244662c94_900.jpg,0,0,0,0.12555555555555556,0.24119047619047618,0.1511111111111111
61f7f45c-b960-4ac4-8a4c-bb8244662c94_1050.jpg,0,1,0,0.04185185185185184,0.7588095238095238,0.05037037037037036
61f7f45c-b960-4ac4-8a4c-bb8244662c94_1200.jpg,1,1,0,0.8744444444444445,0.7588095238095238,0.05037037037037036
61f7f45c-b960-4ac4-8a4c-bb8244662c94_1350.jpg,1,1,0,0.8744444444444445,0.7588095238095238,0.1511111111111111
61f7f45c-b960-4ac4-8a4c-bb8244662c94_1500.jpg,1,1,0,0.8744444444444445,0.7588095238095238,0.05037037037037036
61f7f45c-b960-4ac4-8a4c-bb8244662c94_1650.jpg,0,0,0,0.12555555555555556,0.08039682539682537,0.1511111111111111
61f7f45c-b960-4ac4-8a4c-bb8244662c94_1800.jpg,0,0,0,0.12555555555555556,0.24119047619047618,0.1511111111111111
61f7f45c-b960-4ac4-8a4c-bb8244662c94_1950.jpg,0,0,0,0.04185185185185184,0.08039682539682537,0.1511111111111111
61f7f45c-b960-4ac4-8a4c-bb8244662c94_2100.jpg,0,0,0,0.04185185185185184,0.08039682539682537,0.1511111111111111
61f7f45c-b960-4ac4-8a4c-bb8244662c94_2250.jpg,1,1,0,0.29148148148148145,0.2529365079365079,0.05037037037037036
61f7f45c-b960-4ac4-8a4c-bb8244662c94_2400.jpg,1,1,1,0.29148148148148145,0.2529365079365079,0.2829629629629629
61f7f45c-b960-4ac4-8a4c-bb8244662c94_2550.jpg,1,1,1,0.8744444444444445,0.7588095238095238,0.2829629629629629
2706d471-7e11-42e4-831d-17b7e28ba77c_0.jpg,0,0,0,0.12555555555555556,0.24119047619047618,0.05037037037037036
2706d471-7e11-42e4-831d-17b7e28ba77c_150.jpg,0,0,0,0.12555555555555556,0.24119047619047618,0.05037037037037036
2706d471-7e11-42e4-831d-17b7e28ba77c_300.jpg,0,0,0,0.12555555555555556,0.24119047619047618,0.05037037037037036
2706d471-7e11-42e4-831d-17b7e28ba77c_450.jpg,0,0,0,0.12555555555555556,0.24119047619047618,0.05037037037037036
2706d471-7e11-42e4-831d-17b7e28ba77c_600.jpg,1,0,0,0.29148148148148145,0.08039682539682537,0.1511111111111111
